Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
895,75,Gorgeous sweater,"This is a very substantial, warm sweater that is so classy and super soft and just different enough. really great with neutral sweater leggings or jeans with boots. you have to wear a longer tank or tee underneath as it it split on the sides but the belt cinches the whole sweater in.",5,1,8,General,Tops,Fine gauge
1080,42,Light and flowy,"I purchased this to wear in spring and summer for work or in the evening. i am 5'8"" and have actual measurements of 29"" ribcage and 33"" at largest part of my bust. i wear a 32c/d bra. i found this dress fit me perfectly in the bust and the darts on the front create a flattering shape. i was disappointed in the waist at the back. from the photos, it is not clear that there is a drawstring waist cord. i thought this made the back look bunchy. i would have much preferred a side zip so the back coul",4,1,3,General,Dresses,Dresses
1020,55,Goes with anything,"Love this skirt its like a denim feel so there is good structure, love the colors anything goes with it, and i love pockets very comfortable day skirt for just around town",5,1,1,General,Bottoms,Skirts
505,31,,I couldn't agree more with that first review. i would add that it does run large.the leg holes are big. beautiful flower watercolor design as it shows in the picture. soft fabric and thin elastic waist band. no fake string tightener or buttons. simple and romantic. yet still a good sleep short to prance around the house in:),4,1,1,Initmates,Intimate,Sleep
1009,40,,"Just didnt like the fit. it ""puffed out"" in front, so that wasnt very flattering. i have an hourglass shape, and this was not a good fit for me.",3,0,0,General,Bottoms,Skirts
872,32,Cute and casual,"Shoulders hide bra straps well - relaxed, but flattering fit. comfy, but can be dressed up!",4,1,0,General,Tops,Knits
907,83,,"I purchased this sweater in the grey and loved it.
much prettier in person, the photos do not show the delicate details, which are lovely.
i found that it fits true to size and has a very flattering fit.
it is also a very versatile piece depending on what you pair it with.
i love it so much that i purchased the peach and wine colors as well.
i found all 3 colors beautiful and each gives this sweater a different look.
the grey is sophisticated and works well with almost anything.
the peach is del",5,1,1,General,Tops,Fine gauge
895,45,,"I passed this over on first sight because it looked like it might be on the short side in length. after seeing a few other photos and reading the reviews, i opted to give it a go. the store did not have my usual xs or even a size small, so i tried on the medium. it was too wide as expected, but the shoulders are adjustable so i fiddled with it a bit and decided it was really cute. there were no more xs available to order so i asked if the store could order the small. it arrived and is absolutely",4,1,1,General,Tops,Fine gauge
1080,35,Disappointed,"The print on this dress is really pretty and the styling with the lace is a nice touch. unfortunately, it runs quite small in the bust, so i had to return it. for someone that is small busted, it will be quite cute. everywhere else it is true to size.",3,0,4,General,Dresses,Dresses
1020,48,Cute unique skirt,"I loved the multi stripe pattern, buttons, pockets and a-line shape .  i agree it runs small. i sized up from my normal size 4 to size 6.  it sits at my belly button which i like.  i can tuck in a thin shirt comfortably.  the pockets kind of sag/pooch forward and don't lie straight through the course of the day but not enough to really bother me.  i  straighten the skirt by pulling up.  great buy on sale. i'm 5'2"", 115#.",4,1,0,General,Bottoms,Skirts
374,49,A zip-up jacket with a little extra style,"Like the other reviewer mentioned, this jacket has a very trim fit, so size up if you want any extra wiggle room or are not a fan of snug clothing. i liked the warm neutral color and the gathered ruched detail up the front. ultimately i did not buy it due to the sleeves being a bit long and the style more body-hugging than what i was looking for. but it is comfortable and a nice twist on a classic.",4,1,4,General Petite,Intimate,Lounge
153,42,,"I wanted to love these, but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute, but unfortunately must go back for me.",3,0,0,Initmates,Intimate,Legwear
1009,36,Adorable all season skirt,"The gorgeous coral color of this skirt makes it a great all seasons skirt. the slightly heavier weight of skirt makes it extremely adorable for fall/winter. pair it with some tights, chunky knit and booties, good to go. very flattering one. has a slight a-line cut to it. i love love this one.",5,1,1,General,Bottoms,Skirts
907,40,Lovely product,This is such a nice little sweater to add to a dress or tank. fits true to size and i love the tie and hook and eye closure. quality.,5,1,0,General,Tops,Fine gauge
872,26,,,4,1,0,General,Tops,Knits
895,45,Love it!,"I saw this in the store, not on sale and loved it. was so happy when it went on sale! it is beautifully made and is soft and cozy.",5,1,0,General,Tops,Fine gauge
1009,45,Cute in coral,"I love it! it's cute and short and shows off my legs. the material is thick and great quality, so great for the fall. the color is great for florida!!! brightness year round. it's fits perfectly. i purchased a 14 and it fits like a glove. i am going to wear with my booties and a jacket like the model. hey it works!!!",5,1,1,General,Bottoms,Skirts
907,64,Lightweight cardigan,"This very lightweight cardigan looked like an eggplant color online. it's brown with a hint of burgandy. not bad, but unexpected. i am very short -waisted, and this lies very high on my torso. the seams are unfinished, and it looks cheaply made. glad i got this on sale.",3,0,0,General,Tops,Fine gauge
505,26,Light and airy pjs,"I love these pjs! i thought $100 for the set was a little too pricey for me but as soon as they went on sale i knew i had to have them! they are so light and fresh, perfect for the texas heat! it helps that the print is absolutely precious as well!",5,1,0,Initmates,Intimate,Sleep
1020,41,Overall a nice purchase,The skirt is so cute but it runs pretty small.  the fabric is nice and heavy it is adorable with a chambray top.,4,1,0,General,Bottoms,Skirts
872,25,Super cute and chic top,A really great basic that can be styled a number of ways. i bought it in tan and white and received many compliments on it. the slightly off the shoulder look is really flattering and perfect for a spring or summer look.,5,1,0,General,Tops,Knits
505,43,Lovely and perfect for summer,"I purchased both the floral sleep shorts and the top. the floral watercolor pattern is gorgeous and the fabric is very soft. like the other reviewers, i appreciate the feminine quality of this set while also being able to run around the house. i am 135 lbs and purchased a s.",5,1,1,Initmates,Intimate,Sleep
872,37,Adorable,"Love this top the crossover design is so cute. i ordered by normal xs (5'5"" 110 lbs) and was worried it wouldn't fit right in the chest (34 d) but it does and even though it's cut on the lower side it's made so there is no gap in the shirt when you bend over. has a little elastic in there to keep everything together. perfect length and nice thicker material got the navy and red stripe and with white jeans is so cute!",5,1,0,General,Tops,Knits
895,38,,"What can i say? it's like wearing a hug. it's so wonderful i have a hard time taking it off at the end of the day! it's extraordinarily soft and thick, and stylish to boot! the one thing is that the thread holding the pockets together was already coming unraveled when i took it out of the package, and i had to sew them back on right away, as they were starting to come completely apart. a small price to pay for being a new owner of the best thing ever.",5,1,1,General,Tops,Fine gauge
374,35,Size up,"I love the ruching on this hoodie, which is why i ordered it. i'm typically a size small, 34b, 130lbs but the hoodie was a bit tight in the waist and around the bottom band. i might order it in a medium (although the sleeves will likely be too long) the only thing that makes me hesitate is the color. it's more of a brown gray (instead of just gray as you see on your computer screen.).",5,1,4,General Petite,Intimate,Lounge
1009,52,This one picked me!,"Tried it on a whim and could not leave it behind. 5/4', 135, size 4-6, took a 6. something about the pocket placement, fabric weight, cut, and color make this one a real winner for me. plan to wear it with a creme windowpane coat.",5,1,0,General,Bottoms,Skirts
872,36,Cute style but a little large,I ordered the red/navy and i love that its a true red and navy. the subtle ribbing adds the right amount of texture. i normally order size small but i felt the top was a little big and has a very long hem line. i'm hoping it shrinks in the wash and i might alter the hem if its still too long after washing.,4,1,4,General,Tops,Knits
374,38,,This is the softest jacket! i could sleep in this fabric. the ruched details and fun collar make it unique. plus it has inside pockets! one of the best finds in a while.,5,1,2,General Petite,Intimate,Lounge
1020,34,Cute and comfortable,I found this fit tts for me. i'm normally a 10/12 and took a 12. fit and length are great. the fabric felt substantial and the colors are soft.,5,1,0,General,Bottoms,Skirts
895,47,Soft pretty poncho,"The colors are so pretty, a pinkish brown and a light brown trim. it is very soft and elegant looking. great with jeans or leggings. the tie is a little high in back but looks great. highly recommend!",5,1,0,General,Tops,Fine gauge
895,38,Comfortable & effortless,"This top is the bomb. the red is a perfect balance of washed out but still rich. the thin spaghetti straps and scooped back make it sexy, but it still looks effortless. perfect to pair with light weight, light wash jeans. it's also nice that it's not clingy at all, lends to the casual look. total keep for me.",5,1,0,General,Tops,Fine gauge
895,62,Had potential,On the mannequin this looked adorable. it is made well but if you have any bustline it just billows out below like a tent and is not flattering. if it had less fullness it would have been really cute.,3,0,6,General,Tops,Fine gauge
374,36,So cute and comfortable,This fabric feels a little bit like heaven. i would totally wear this out and not just with my jammies. it's adorable and the fabric is so soft. i think i'm in love. i'm 5'2 95 lbs. xxsmall was a perfect fit.,5,1,0,General Petite,Intimate,Lounge
907,64,Oh my goodness!,"I love this sweater! i ordered the dark gray and wasn't expecting fabulous but that's what i got. the skirt below the waist tie is actually pleated so that it falls perfectly. the seaming detail is beautiful. i am between a size large and extra large and the extra large fit perfectly. the sweater is short, half way down my hips but looks good over a long tank. this a medium weight knit and will be wearable all year with skirts, dresses and any kind of trousers. this is one of my favorite purchas",5,1,6,General,Tops,Fine gauge
895,48,Cute summer tank,"Loved the red and white stripes and soft fabric, lays nicely has a nice cut. pairs well with jeans and a cute casual jacket or dress it up. nice quality and color!",5,1,2,General Petite,Tops,Fine gauge
907,40,,This sweater is super light-weight and is very cute.,4,1,1,General,Tops,Fine gauge
895,48,,"Bought the red/white. normally a size small but they were out so tried a medium. it fit perfectly. and feels amazing. love how it hangs and know i will get lots of compliments on this! jeans, white linen pants, very versatile how this can be warn.",5,1,1,General Petite,Tops,Fine gauge
374,35,"Soft, body conforming and comfy!","First i must say that i bought this zip up hoodie because of the material and how incredibly soft and comfortable it was - absolutely worth the price. however, the sleeves were about 4"" too long! because i am a seamstress, and this was an easy hem for me i went ahead and purchased it and hemmed up the sleeves, but i was honestly shocked how long they were. you would have to have very long arms for this to fit you without alterations. if you don't mind rolling them up i suppose it might work as w",4,1,1,General Petite,Intimate,Lounge
872,24,"Loved it, but it didn't work for me.","I wanted this top to work so bad. unfortunately the way the bust of the top is designed it isn't flattering if you aren't flat chested. it squishes on side of your chest and leaves the other side alone. i'm a b cup and had this problem so if you are a b or larger, i don't recommend. however, if you are smaller busted, this piece would be worth the purchase.",4,1,9,General,Tops,Knits
907,48,Frumpy,"Did not work for me. material was a bit thin, poor quality, the tie doesn't quite work correctly. had a cheaper look to it. not the quality i'd normally expect. this is going back.",2,0,0,General,Tops,Fine gauge
1020,46,Striped skirt,Wow! love this skirt! and i totally agree with reviewers--this item runs a full size small. i am normally a true six on bottom and it was a bit too tight considering i would wash/dry/shrink. the size eight is perfect. fabric is very good twill and forgiving... $19.95 and 40% off!!! cannot wait to wear my bargain skirt next summer!!!,5,1,0,General,Bottoms,Skirts
1020,35,Sizing differrent from other current pilcro skirts,I have the moss colored pilcro skirt that is out right now in an 8 and love everything about it. ordered this in an 8 and it is tight! sending it back. it is very pretty though. just don't love enough to exchange for correct size.,4,1,2,General,Bottoms,Skirts
906,38,,The perfect cardigan for transitional seasons! i live in southern vermont and i can already tell this cardigan will be in heavy rotation during the summer to fall and spring to winter transition times. has such a cute back detailing that gives you a break from your common cardigans. great quality. i'm 126 lbs 5'4 and i got the small petite and is perfect if you want it to be slightly loose but not swimming in it!,4,1,0,General Petite,Tops,Fine gauge
862,51,New favorite !,"Love this shirt, great fabric and fit. trying to wait for a sale to buy several others in additional colors.",5,1,0,General Petite,Tops,Knits
1104,57,Runs big,"I wanted to love this dress so much, but unfortunately it ran way too big for my taste. i am usually a 4/6 in retailer, and the small was huge on me. the bottom half of the dress is very much a ""swing"" dress and is very wide, much wider than it looks in the pictures. i suppose that sizing down (maybe even to a petite), and having the dress altered to be narrower on the bottom half would've made it look like the picture, but that's a lot of extra work for a dress that is already pretty pricey.",3,0,1,General,Dresses,Dresses
285,22,,"It seemed to stay in place and did not require constant readjustment. however, i found the band to be extremely small and tight. it is not the most comfortable bra because of the way the band just presses into your skin.",1,0,2,Initmates,Intimate,Intimates
862,45,,,5,1,0,General Petite,Tops,Knits
906,48,Love this sweater,"Can't wait for the weather to cool so i can wear this! the split back makes it very flattering. 

the 'green' is definitely more brown.",5,1,0,General Petite,Tops,Fine gauge
862,39,Solid versatile piece,"On sale this is a great deal. the structure and fit of it are perfect- maybe runs a tad big, but i liked that- it's supposed to be a snug fit, and is, without being too clingy. i chose the berry color and love it- the ribbed style of fabric wasn't as visible in the pic online but i don't mind it in the darker color. can be worn with a bit of flair by unbuttoning the turtleneck or kept classic by not-",5,1,0,General Petite,Tops,Knits
909,41,Warm and comfy,"36dd, 10/12 in tops, 12/14 in bottoms

very soft and warm sweater, the boucle body almost feels like comfy pajamas! lovely heathered pasted colors as well. i found the large to be too big - the sleeves fit fine as they are a tighter knit, but the body sagged oddly. medium was the best fit.",4,1,0,General,Tops,Fine gauge
906,28,Love this sweater!,"This is a great sweater that i know i'll get a ton of use out of! i've already worn it three times, and i've had it a week. i typically wear small or medium in tops and sweaters, and ordered a medium in this one to ensure the arms were comfortable. the nude color is perfect.",5,1,0,General Petite,Tops,Fine gauge
862,27,Love this sweater; no need to dry clean,"I love this sweater. i purchased it in the red/berry color. it is so incredibly soft and cozy and the fit is fantastic! it hugs my curves in all the right places! i purchased it without even looking at the care instructions. but, after reading a couple of reviews here, i opted to wash on delicate and line dry. it came out perfectly!",5,1,4,General Petite,Tops,Knits
835,49,Nice mix of romantic and practical,"I have a long list of criteria for this sort of a top. the lace can't be too fragile, the top can't be too see through, it can't bind my arms in an uncomfortable way and it can't be dry clean only. the stars have aligned on this one! i bought my usual size 2 and it fits tts. i only wish it was a little longer but i will probably wear it layered with a long cami. it certainly seems worth it for full price.",5,1,2,General Petite,Tops,Blouses
835,49,,Was hoping i was going to love this top and i did. its a fun piece to dress up or down.,4,1,2,General Petite,Tops,Blouses
933,26,Comfy & gorgeous,"I've only worn the sweater a handful of times, but i'm already in love with how soft and comfortable it is. it's a bit on the baggier side, but that doesn't stop it from looking great. i've gotten complements on it every time i've worn it. i would highly recommend it to people who don't like the typical scratchy/itchy textiles.",5,1,0,General,Tops,Sweaters
906,35,"Love, love, love",This has quickly become my go-to cardigan! it's light which will make it great for the spring and summer nights. i got it in the rose... and loved it so much i bought the olive too. bought a small- fits perfectly! arm length is great too.,5,1,0,General Petite,Tops,Fine gauge
903,31,Cute crochet!,"I wear this top all the time! perfect with jeans and can't wait to wear with a skirt in the summer.
i am 5'2 and have the xs which hits in a great length, just as pictured. i bought at full price, so for the sale price you are getting a great deal!",5,1,10,General,Tops,Fine gauge
1022,52,Slimming and comfortable,"I have countless ag jeans but this has become my current favorite. i love cuffed jeans and actually ordered the two washes for this style. the lighter one which is getting rave reviews i actually returned because of too much distressing and stretch. i like this darkly uniform shade, slimming and more office appropriate for casual fridays. you need to size up on your usual ag size, however, to get the perfect fit.",5,1,8,General,Bottoms,Jeans
862,61,"Nice, casual top!","Usually wear a small, sometimes medium. bought this in medium and am very happy with it. form-fitting but not too tight. would probably fit well in a small, if i was in better shape. it does show any flaws, so the medium is more forgiving. bought the black and am considering the neutral stripe. this is a great, medium weight top for cooler days. the snap collar looks nice open. i plan on washing on delicate and hanging up to dry. i never dry clean anything except wool suits and coats.",5,1,0,General Petite,Tops,Knits
862,41,,All i really need to say is this is the perfect layering piece. i love that you have a choice in the neckline that you want to wear. form flattering and is true to size.,5,1,11,General Petite,Tops,Knits
906,32,Amazing cardigan,"I am always a fan of retailer cardigans, but this one exceeded my expectations. the quality is a work of art, especially the back and the color, i chose the green, is so unique and beautiful. you will not be disappointed, go for it!",5,1,0,General Petite,Tops,Fine gauge
862,37,"If you want it more fitted, size down","I technically measure to a medium in both regular and petite sizing, but i took a chance an ordered the regular small in red. it is as depicted, and i agree that it is soft and can be clingy, but the regular size fits slightly too big on me. this is fine since it would show lumps otherwise. i bet this would be perfect had the petite size have been available. nonetheless, the fabric is substantial enough that it doesn't show the fact i carry weight in my upper body and stomach, so i'm keeping it.",5,1,0,General Petite,Tops,Knits
835,46,Touch of class,I got this in the royal blue.it is absolutly beautiful.,5,1,0,General Petite,Tops,Blouses
862,65,,Loved the fit. the size was true and it felt so soft on.,5,1,0,General Petite,Tops,Knits
835,29,Very cute,"I loved this top when i tried it on in the store. i was very close to buying, but i knew my sister would want, so i moved on. it is a great fitting top. i am 5'7, 125lbs, and the small fit perfectly. i do question how well this top will fit petite people.",5,1,1,General Petite,Tops,Blouses
1104,39,Pretty big,"In both senses, it is pretty and big and pretty big. i ordered the xs as the xxs and xs petite were both out, and it is to big on me. i am usually xs petite or xs, if shorter. i definitely need xxs (petite or not).
(115 lbs, 30 dd, 26-27 inch waist)

that being said, it is really cute and fun and flirt, but not romantic flirty, just girl next door flirty.
the navy and white stripes are classic, so will last over the seasons. the cut is flattering, i really love it, just not on me being that",4,1,1,General Petite,Dresses,Dresses
862,39,"Yoo big for smaller framws, but","Looks nice and
i did like the button detail on the collar. colors are nove and the feel is soft. i would probably have to get a petite smaller size.",3,1,0,General Petite,Tops,Knits
835,39,True comparison,"I ordered this shirt in each color and different sizes: petite, regular, ""my"" size, a size up and one down!

verdict: i ended up in regular size, not petite because i felt the petite was jsut that short and i could feel te cold breeze in the store. i could have gone in the 00, 0, and 2 #2 is my usual size#, but ended up in a 0 only because it was less wide on me. it is, hwoevcer a tiny bit tighter around the back if i cross my arms forward #really, i don't do that move on a daily basis#. colr: i",4,1,4,General Petite,Tops,Blouses
862,39,"Cute, comfy and flattering",I love this top so much i bought it in 3 colors. the material is so soft and comfortable. has a slight fitting in the waist to make it very flattering. you can wear the next as pictured or button it up and slouch it and it looks great both ways. perfect with jeans or dress it up with slacks. just wish it wasn't dry clean only.,5,1,0,General Petite,Tops,Knits
906,65,For kicking back or out to dinner.. gotta love it!,"Got this for work (my style is casual to boho) and it turned out to be my go-to cardigan.
the color is soft and pretty. it drapes perfectly. got the x-small
and it fits beautifully. plus, the weight of the knit is just right for
chilly evenings. would love to have it in more colors!",5,1,9,General Petite,Tops,Fine gauge
903,28,Boxy,"Loved this top online but when i tried it on it was shorter than expected so only fitting for high waisted bottoms and much more boxy than it appeared online. i wish to high heaven that this top came in a more ""normal"" cut. hip length and slimming, the fabric and collar are beautiful!",2,0,1,General,Tops,Fine gauge
906,34,,This is a lovely sweater but i wished i had ordered the xs (only the small was left).,4,1,0,General Petite,Tops,Fine gauge
835,29,Love lace,"This top is lace done extremely well, i love the silk, the double attached layer, and the length. dress it up or down, this top is a definite show stopper.
it does run small in the arms though, size up!",5,1,2,General Petite,Tops,Blouses
906,37,Beautiful transitional cardigan,Lovely drape and design. true to size. more of a muted crimson/brick color.,5,1,0,General Petite,Tops,Fine gauge
835,46,Unwearable but pretty,"I ordered the blue in size 16. it ran at least two, if not three, sizes too small compared to my other retailer 14 & 16 blouses. it was too small through the body, other than the peplum. the arms were tight too. the waistline and length matched the online photos. it's widening. the material they chose was also scratchy and rough, especially around the neckline. i returned mine after trying it on and seeing there was no way to make this work. the blue color was gorgeous though. the patterned lace w",1,0,0,General Petite,Tops,Blouses
862,60,Best top!,I love this top! the unique neck detail is awesome! i dress it up; i dress it casual. works for every adventure. more!!!,5,1,0,General Petite,Tops,Knits
909,30,"Beautiful sweater, but pills","I love the look of this sweater and was so happy with how it looked and felt when i first tried it on, but within a day of wear, i noticed significant pilling, which made it appear much older / worn.",3,0,0,General,Tops,Fine gauge
862,64,,"Loved the look, fit and styling of this turtleneck. but dry clean only, you have to be kidding?",1,0,36,General Petite,Tops,Knits
909,56,So soft!,"I love the coziness of this sweater. i do think it is designed for a looser fit, but i sized down for a closer fit. the sleeve design is unique and flattering i think, kind of of like a cap sleeve would be if you were wearing a long sleeve shirt under it. i gave it 4 stars instead of 5 because it does shed some, but has so many other positive features that i am keeping it and plan to wear it with lighter colors so i don't need to worry about it.
just lovely really, love the blue color especially",4,1,0,General,Tops,Fine gauge
835,42,,Absolutely love this shirt. i purchased this in the black and blue. perfect for holiday parties.,5,1,0,General Petite,Tops,Blouses
862,53,Dry clean only for casual top. no way!,"This is the 2nd time i've purchased a dolan top and returned it b/c it was dry clean only. both tops were what i consider to be casual tops to be worn with a pair of jeans, running errands, etc. i do not dry clean this kind of casual shirt. it is made out of rayon, and that's the problem i think.

i purchased this in the wine color and it is a lovely color, hangs nicely, doesn't cling. the sleeves are a bit long but i could live with that -- i just pushed them up. as a turtleneck, it was a bit l",2,0,4,General,Tops,Knits
862,65,Beautiful and snug,"High quality, great color, loved the neckline. unfortunately a little too snug on me so it showed my bulges on waist and back. not too snug if you don't have that problem. i loved this shirt but had to return it.",5,1,1,General,Tops,Knits
862,26,Comfy,This sweater was cute and comfy and was true to size.,4,1,0,General,Tops,Knits
506,64,,"I was very pleased with this purchase. lovely print, good fit, and silky fabric.",5,1,0,Initmates,Intimate,Sleep
1104,42,You will fall in love in person,I didn't think it was that cute in the picture online but when i saw it in the store i was in love!  i am typically a medium and this was true with this.  i have a 34dd chest and you can wear a strapless easily with it and it doesn't show. i am going to wear it for a cocktail party but it would work with flip flops too.  just love it so happy i went into the store and saw it.,5,1,0,General Petite,Dresses,Dresses
903,20,Soft and casual,Love this shirt. i have a bit of a tummy so i usually don't buy shorter shirts but with my high waisted denim and skirts it looks great.,5,1,2,General,Tops,Fine gauge
835,48,,Pretty delicate lace top...love it! hits right at waist so not unflattering at hips.,5,1,0,General Petite,Tops,Blouses
906,73,"Lovely, but runs small","5,7"" , 138 pound,, 73 year old grandmother. can't wear wool and always looking for stylish cotton/linen sweaters.
ordered m based on reviews. very tight across back and sleeves too short. loved the style, the below hip length, and color so reordered in a large. still waiting for sweater. hoping it fits better",5,1,6,General Petite,Tops,Fine gauge
862,43,Fits well,It's a unique piece and feels very comfy for casual wear - lots of compliments.,4,1,0,General,Tops,Knits
412,34,Yasss,"This bra is the one. i have been searching high and low to replace my worn out comfy bra, and this is it. if you are looking for a wireless bra with thin straps that can peek out from your shirt and not announce themselves as hello bra straps, a v-neck cut (none of that scoop cut nonsense), and you don't care about trying to boost your cleavage, this bra has it all. so comfy too.",5,1,6,Initmates,Intimate,Intimates
906,36,Not too thin; not too thick,"I like the weight of this sweater. it breathes a little but the knit isn't too thin. it is a little see-through, so i like to stick to solids underneath it. it's just a cleaner look than seeing pattern peeking through. great rose color.",5,1,0,General Petite,Tops,Fine gauge
906,46,Love this cardigan!,I bought this cardigan in both rose and nude and i absolutely love both! the weight is perfect for spring and fall and i love the details in the back and the pockets. i thought the rose would be hard to match for tops but i have a number of things that work with it. it fits true to size in my opinion.,5,1,0,General Petite,Tops,Fine gauge
506,41,Comfy summer pajama pants,"Like the last reviewer i saw these pants in the store and decided to give them a try. i'm glad i did because i absolutely love them and they were the last pair on the rack. the fabric is nice and light, perfect for warm summer evenings and the pattern is really pretty almost like a watercolor painting. this is my third pair of sleep pants by elouise and i absolutely love them all.",5,1,0,Initmates,Intimate,Sleep
1054,26,Great pants!,"These pants are beautiful. great fit and great fabric. really comfortable and elegant. i am tall 5'8"" and have a long torso so it's nice to find pants that are high waisted.",5,1,0,General,Bottoms,Pants
862,47,I love it.,"It's very beautifully designed, simple but elegant. material is thick and soft so it makes good shape. color is a little different from picture but it didn't disappoint me because everything else is so good.",5,1,0,General,Tops,Knits
862,40,Perfect closet staple,This is the best! i have the black and striped version and wear them weekly. great layering piece and also for fitting so they look great with skinny jeans. i love the snaps. i saw this at full price but waited for the sale so that i could get more than one!!! now i just need the gray one...,5,1,0,General,Tops,Knits
909,32,Love,One of the most beautiful sweaters i've ever seen. i love it!,5,1,0,General,Tops,Fine gauge
906,53,My shoulder season companion,"I bought this cardigan to take on a trip to the middle east. it turned out to be a great purchase. the weight of the sweater is substantial enough to add warmth and not just style. i am not a huge fan of light-weight sweaters as i tend to be chilly all the time. i was concerned that the design of the back might accentuate my rounder backside, however it drapes very nicely. i am petite 5'1"" with moderate curves. i typically get the xxsp and this was perfect. the neutral color is great with almost",5,1,0,General Petite,Tops,Fine gauge
906,42,My favorite!,"Fell in love with the design of this sweater. its lightweight, appropriately sized, with delicate details. the pockets are somewhat hidden which is a nice feature. the shawl collar falls just right. the unique design in the rear makes it stand out from your standard cardigan. i purchased in rose for a rich color addition to my wardrobe. the xs fit perfectly. i'm 5'3 and typically wear xs in retailer tops.",5,1,2,General Petite,Tops,Fine gauge
906,44,,Great light weight sweater. perfect for spring. runs true to size. definitely will buy another color.,5,1,0,General Petite,Tops,Fine gauge
909,39,"Nice, soft, cozy... sheds!","Lovely sweater. it fits baggy and form fitted somehow. i like the multi-fabric look. however, the main body of the sweater does shed!!! like, i just held it up to my body to look at it in the mirror and the shirt i had on was covered. haven't washed it yet, so can't speck to that, but i'm guessing it will lose some of that in the wash.",4,1,0,General,Tops,Fine gauge
835,29,Vintage looking top,"I bought this in a size 0 which is my usual retailer size. the lace is nice quality, not rough or scratchy. i purchased the ivory which does have some blush accents which make it look ""vintagey"". it will be perfect for the holidays or all fall/winter. i like that the peplum doesn't seem to flair out much. very pretty!",5,1,0,General Petite,Tops,Blouses
862,44,Snap neck pullover wardrobe staple,"I bought this shirt in black and it goes with everything. definitely runs large-i have big boobs and bought the xl and returned it for the large which was even still a bit too big (long running in the sleeves) though i was comfortable with keeping it. it's a soft, comfortable shirt. the snap detail is quirky and allows multiple looks/ styling. i love the shirt and i'm glad i got in on it while i did.",5,1,0,General Petite,Tops,Knits
546,19,Great shorts!,"These shorts are beautiful and the fabric is used is so soft. i wore them to the beach and they were very comfortable for walking around in all day. my only concern was that the shorts run large in my opinion. they have a tie string, which ended up working out, but i was hoping it would fit more like the model. i am 5' 4'' with a 24-25'' waist and ordered an xs. i usually wear petites, but i have bought xs shorts in regular sizes and they have always fit. i do still recommend these shorts, as th",4,1,0,General,Bottoms,Shorts
1104,48,Ahoy swing dress,Loved this cute dress. so easy and simple to wear. i wore it with tan/nude sandals to keep it casual for the race track in saratoga. so comfortable. for this price it is a must have.,5,1,0,General Petite,Dresses,Dresses
1022,45,Sadly disappointed,"I wanted to love these jeans, but as a woman who is almost 45 there was way too much stretch in them. i am always a size 26 and i couldn't wear these, they were way too tight! they went back the next day. i will say, it could be my body type, i""m a runner so my legs are muscular. if you have very thin legs, these could be great and work for you. i loved the color, dark blue.",2,0,6,General,Bottoms,Jeans
909,50,Super cozy,Wow great soft feels great but not too clingy. only thing keeping from 5 start is that it will pill some. the sleeves are not fuzzy so they don't pill but body will/does.,4,1,0,General,Tops,Fine gauge
1100,30,Beautiful dress,"The dress is lovely and fits true to size. i like the petite fit. i would note, however, the dress length does not match the description. the description states the dress falls 45"" from shoulder. i measured it at 40 inches. it is definitely shorter than i was expecting.",4,1,4,General,Dresses,Dresses
862,36,Elevates a basic turtleneck,I love this turtleneck so much!! got it in black. looks great with skirts and under sweaters. love that you can wear the collar two ways. drapes and clings perfectly. the silver snaps along collar are such a nice detail. details like this is what makes retailer pieces so unique. love it! i am usually an xs or small in tops. 34b bra size. i ended up with the xs.,5,1,2,General Petite,Tops,Knits
862,32,Love it!!,This is a great sweater. it's lightweight and very comfortable. i bought a medium but really could use a small. medium still worked well though.,5,1,0,General Petite,Tops,Knits
862,41,Great quality,"The quality of he fabric is amazing. the thickness is perfect as to look form fitting while not too tight or thin showing any ""wrinkles."" i had been searching for a versatile turtleneck i could dress up or down a finding this was a definite win! the style is timeless and with the high quality i know this will be a staple for years to come.",5,1,0,General Petite,Tops,Knits
862,25,Great find,The shirts fits well. it is very soft and stretchy but thick enough that it's not see through. the collar is the best part. i wear small and i'm 5'3.,5,1,2,General Petite,Tops,Knits
835,31,Elegant & fun,"Purchased this fun, feminine top right before vacation and wanted to wear it every single day. the peplum style isn't typically something i gravitate to, but this peplum is the perfect length and i love the sheer 3/4 length sleeves. i chose the ivory version of this top and it was adorable with jeans, oxfords & a cute hat. for how beautiful this top is, i feel like the price tag is an absolute steal!",5,1,1,General Petite,Tops,Blouses
835,26,Gorgeous top,"I saw the cream top online and loved it, but it is even prettier in person. i typically purchase petite sizes online, but i tried on the 0 in the store and it fit nicely-- not super fitted throughout the waist as others have mentioned, but the length was just right and the arms/chest fit perfectly. for reference, i'm 5'2"", 100 lbs, 32b. this will look great with skinny pants or jeans.",5,1,3,General Petite,Tops,Blouses
909,55,,"Didn't like at all. itchy fabric, looked good on model but on on busty girl.",2,0,0,General,Tops,Fine gauge
909,46,Has mohair,"I loved this but didn't realize it has mohair which agitated my contacts. i had to return it. if you don't have that problem, this goes great with leggings or jeans.",4,1,0,General,Tops,Fine gauge
